id,title,href,price,area_m2,n_room,n_wc,district,city,published_date,image_path,Diện tích,Mức giá,description,lat,long,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất
37510215,"Bán gấp căn hộ 2PN 99m2 có ban công Sunrise City Central có nội thất nhà rất mới giá rẻ nhất 4,6 tỷ",/ban-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/ban-gap-2pn-99m2-co-ban-cong-central-co-noi-that-nha-rat-moi-gia-re-nhat-4-6-ty-pr37510215,"4,6 tỷ",99.0,2.0,2.0,Quận 7,Hồ Chí Minh,2023-07-26,"['37510215-1.jpg', '37510215-2.jpg', '37510215-3.jpg', '37510215-4.jpg']",99 m²,"4,6 tỷ","Anh chị đang tìm một căn nhà 2PN tại Sunrise City thì không thể bỏ lỡ căn này.Khu Sunrise City Central - đối diện Lotte Mart cực kì thuận tiện.- Diện tích căn hộ: 99m² thiết kế 2 phòng ngủ, 2 nhà vệ sinh, có sân giặt phơi riêng, ban công hướng Nam đón gió, không bị nắng chiều.- Nội thất: Chủ nhà đã trang bị 100% nội thất căn hộ, còn mới, sử dụng tốt và sạch sẽ.- Tình trạng nhà: Trước giờ chủ nhà để ở, không cho thuê, nhà ở kĩ, giừ gìn.- Pháp lý: Sổ hồng cầm tay - sở hữu lâu dài, công chứng sang tên nhanh gọn.- Hỗ trợ từ ngân hàng: Cho vay 70% giá bất động sản.- Giá bán cuối cùng cho khách thiện chí: 4,6 tỷ bao toàn bộ chi phí.- Cam kết: Nhà đẹp, giá tốt nhất thị trường hiện nay.- Liên hệ xem nhà trực tiếp: 0901 364 *** Duy Quang - khách hàng làm việc trực tiếp với chủ.",10.73862361907959,106.70059967041016,,,Bắc,Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.
37749376,"Bán căn 2N2WC góc - đẹp nhất Tonkin2 CK 20% giá 3,2 tỷ. Có lốt để ôtô. Nhận nhà ngay Vinhomes Smart",/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-tonkin-vinhomes-smart-city/ban-2n2wc-goc-dep-nhat-tonkin2-ck-20-gia-3-2-ty-co-lot-de-oto-nhan-nha-ngay-smart-pr37749376,"3,2 tỷ",73.0,2.0,2.0,Nam Từ Liêm,Hà Nội,2023-07-26,"['37749376-1.jpg', '37749376-2.jpg', '37749376-3.jpg', '37749376-4.jpg']",73 m²,"3,2 tỷ","Chính sách mới nhất - đợt trợ giá cuối cùng cho KH mua căn hộ tại Tòa cao cấp nhất Tonkin 2 Vinhomes Smart City.- Mã căn: TK2.20xx.- Diện tích TT: 66m² - 70m² - 81m².- Gía rẻ nhất: 3,2x tỷ.Bàn giao đã có nội thất cao cấp liền tường của CĐT. Chọn căn 2PN2WC tối ưu công năng cho gia đình.- Nhận nhà ở ngay.- Full sàn gỗ cao cấp 100%.- Nhà vệ sinh full thiết bị nhập khẩu từ Đức.- Ban công vách kính sang trọng, cao cấp nhất dự án.- Cửa sổ & cửa ban công kính diện tích lớn cho góc view tối đa.- Khóa cửa Dessman 3 trong 1 kèm màn hình LCD.- Điều hòa âm trần.- Máy lọc không khí.- Tủ bếp trên - dưới gỗ MDF chống ẩm.- Bếp từ hồng ngoại, máy hút mùi, chậu rửa Gorenji/Rosieres.- Thiết bị vệ sinh Grohe/Kohler số 1 thế giới.- Hệ thống nước nóng trung tâm toà nhà.- Có chỗ để ô tô.- Đặc quyền duy nhất chi có tại tòa TK2: Bể sục trị liệu Jacuzzi cho TK2.- Miễn phí Bể bơi 4 mùa, bếp nướng BBQ.Hãy liên hệ em sẽ phản hồi ngay - Mr. Tùng VinSmart: 0942 955 ***zalo/call) - chuyên viên PKD5 Vinhomes.- Văn phòng ngay tại Vinhomes Smart City - xem nhà bất kể khi nào 24/7.- Có ưu đãi cho khách hàng đặt cọc trước.",21.005226135253906,105.7389144897461,,,Tây - Nam,Đông - Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ
37446403,Sở hữu căn 3PN thiết kế dấu bếp siêu đẹp tại The Sakura Chỉ từ 3ty3xx DT TT lên tới 80 - 90m2,/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sakura-vinhomes-smart-city/so-huu-3pn-thiet-ke-dau-bep-sieu-dep-tai-chi-tu-3ty2xx-dien-tich-tt-len-toi-80-90m2-pr37446403,"3,2 tỷ",80.0,3.0,2.0,Nam Từ Liêm,Hà Nội,2023-07-25,"['37446403-1.jpg', '37446403-2.jpg', '37446403-3.jpg', '37446403-4.jpg']",80 m²,"3,2 tỷ","Sở hữu ngay căn 3PN thiết kế giấu bếp siêu đẹp, và căn 3Pn có thiết kế đẹp nhất dự án, với các không gian tách biệt.Chỉ với 3ty2xx nhận nhà luôn khi kí HDMB.Diện tích TT lên tới gần 80 - 90m².- View nội khu ngắm vườn nhật và bể bơi 4 mùa.- Bàn giao nội thất cơ bản và thiết bị liền tường nhà vệ sinh cao cấp.- Căn hộ thuộc tầng trung,- Có lê tân phục vụ 24/7.* Chiết khấu lên tới 18% giá trị căn hộ.Mua vay vốn tự có chỉ cần 25% ân hạn gốc lãi tới 7/2025.Anh chị có nhu cầu liên hệ với em qua.Hotline: 0855 448 ***zalo, fb, viber).",21.005226135253906,105.7389144897461,,,Đông - Nam,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,
29007919,"Bán căn hộ Vinhomes Central Park 1,2,3,4 phòng ngủ giá tốt nhất. LH ngay 0901 692 ***",/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-vinmes-89-1m2-2pn-toa-2-view-boi-pr29007919,"4,5 tỷ",85.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh,2023-07-25,"['29007919-1.jpg', '29007919-2.jpg', '29007919-3.jpg', '29007919-4.jpg']",85 m²,"4,5 tỷ","Xin gửi quý khách hàng bảng báo giá các căn hộ đang rao bán ở Vinhomes Central Park (Các căn hộ giá tốt nhất - giá thật 100%).* Căn 1 phòng ngủ.- DT 53,3m² - block C2 - NT cơ bản. Giá 3,65 tỷ.- DT 53,7m² - block L4 - Full NT. Giá 3,2 tỷ.- DT 54,3m² - block P7 - Full NT. Giá 3,5 tỷ.LH 0901 692 ***.* Căn 2 phòng ngủ.- DT 91m² - Block P3 - Full NT. Giá 7,15 tỷ.- DT 79m² - Block P4 - Full NT. Giá 6,45 tỷ.- DT 83m² - Block P7 - NT cơ bản. Giá 4,5 tỷ.- DT 89m² - Block P2 - full nội thất. Giá 6,3 tỷ.- DT 84m² - Block C2 - Full NT. Giá 5,75 tỷ.- DT 91m² - Block P7 - Full NT. Giá 6,45 tỷ.- DT 85m² - Block L5 - NT cơ bản. Giá 4,5 tỷ.- DT 87m² - Block L2 - full nội thất. Giá 6,5 tỷ.- DT 85m² - Block C3 - Full NT. Giá 5,2 tỷ.- DT 90m² - Block C1 - Full NT. Giá 6,2 tỷ.- DT 83m² - Block L6 - NT cơ bản. Giá 5,5 tỷ.- DT 86m² - Block P6 - full nội thất. Giá 6,6 tỷ.- DT 88m² - Block P5 - Full NT. Giá 6,5 tỷ.- DT 85m² - Block L4 - Full NT. Giá 5,45 tỷ.- DT 62,5m² - Block L3 - NT cơ bản. Giá 4 tỷ.- DT 86m² - Block LP - full nội thất. Giá 6,5 tỷ.- DT 86m² - Block LP - full cb Giá chỉ từ 4,65 tỷ.- DT 75m² - Block P1 - full nội thất. Giá 5,5 tỷ.- DT 87m² - Block L1 - NT cơ bản. Giá 6.5 tỷ.- DT 70m² - Block L81 - full nội thất. Giá 8 tỷ.LH 0901 692 ***.* Căn 3 phòng ngủ.- DT 109m² - Block P3 - Full NT. Giá 9,15 tỷ.- DT 145m² - Block P5 - Full NT. Giá 14,5 tỷ.- DT 120m² - Block P7 - NT cơ bản. Giá 8,5 tỷ.- DT 116m² - Block P2 - full nội thất. Giá 9,3 tỷ.- DT 119m² - Block C2 - Full NT. Giá 7.9 tỷ.- DT 115m² - Block P1 - Full NT. Giá 8 tỷ.- DT 109m² - Block L5 - NT cơ bản. Giá 8,5 tỷ.- DT 126m² - Block L2 - full nội thất. Giá 11,5 tỷ.- DT 120m² - Block C3 - Full NT. Giá 7,2 tỷ.- DT 110m² - Block C1 - Full NT. Giá 8,2 tỷ.- DT 110m² - Block L6 - NT cơ bản. Giá 8,9 tỷ.- DT 120m² - Block P6 - full nội thất. Giá 9,6 tỷ.- DT 118m² - Block P4 - Full NT. Giá 9 tỷ.- DT 108m² - Block L4 - Full NT. Giá 8,45 tỷ.- DT 94 m² - Block L3 - NT cơ bản. Giá 7,1 tỷ.- DT 120m² - Block LP - full nội thất. Giá 9,5 tỷ.- DT 98m² - Block L1 - NT cơ bản. Giá 8.5 tỷ.- DT 120m² - Block L81 - full nội thất. Giá 16 tỷ.LH 0901 692 ***.* Căn 4 phòng ngủ.- DT 155m² - Block P6 - full nội thất. Giá 11,6 tỷ.- DT 160m² - Block C2 - Full NT. Giá 14 tỷ.- DT 188m² - Block P2 - Full NT. Giá 18,45 tỷ.- DT 188m² - Block P3 - NT cơ bản. Giá 18,1 tỷ.- DT 165m² - Block L1 - full nội thất. Giá 16,5 tỷ.- DT 150m² - Block L6 - NT cơ bản. Giá 15 tỷ.- DT 180m² - Block L81 - full nội thất. Giá 27 tỷ.LH 0901 692 ***.Với 5 năm kinh nghiệm tư vấn dự án Vinhomes Central Park, hỗ trợ hàng trăm khách hàng mua được căn hộ đẹp, Chúng tôi luôn nỗ lực để cập nhật, tìm kiếm các sản phẩm tốt nhất cho khách hàng. Quý khách hàng vui lòng liên hệ 0901 692 *** để được tư vấn, gửi hình ảnh và hẹn lịch tham quan căn hộ!Vinhomes Central Park Sự lựa chọn hoàn hảo cho cuộc sống trọn vẹn.Xin cảm ơn và kính chúc quý khách mạnh khoẻ, hạnh phúc và thành công!",10.7949285507202,106.720741271973,,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ
37747646,"Rất Hiếm! 200 căn Legacy Prime cuối cùng bán với chính sách ưu đãi chỉ 68tr, lợi nhuận 216tr/3 năm",/ban-can-ho-chung-cu-duong-thuan-giao-25-phuong-thuan-giao-prj-legacy-prime/doc-la-binh-mua-chi-tu-69tr-cam-ket-c-thue-216tr-3-nam-chi-200-pr37747646,900 triệu,35.0,1.0,1.0,Thuận An,Bình Dương,2023-07-25,"['37747646-1.jpg', '37747646-2.jpg', '37747646-3.jpg', '37747646-4.jpg']",35 m²,900 triệu,"Chính sách ưu đãi chưa từng có khi mua Legacy Prime - Căn hộ liền kề Aeon Mall, đường Vành đai 3, căn hộ ngay trung tâm TP Thuận An.Chỉ 200 căn cuối cùng:Thanh toán đợt 1 chỉ 5%. (60 - 70tr).Sau 30 ngày thanh toán tiếp 5% được ký ngay HĐMB Căn hộ.Hỗ trợ cho thuê 4 - 6tr/tháng trong vòng 3năm, thu về đến 216tr.Nhận nhà vào ở vẫn được hưởng 50% số tiền cam kết cho thuê, tức vừa an cư vừa thu về 108tr/3năm.Tặng kèm gói nội thất 40 - 60 triệu đồng (trừ trực tiếp vào giá bán): Nội thất cao cấp hàng đầu + Khóa cửa thông minh 4 tích hợp.Ngân hàng hỗ trợ 75%, lãi suất 0% đến khi nhận nhà, Trả góp 6tr/tháng, ân hạn nợ gốc 36 tháng. Sau khi nhận nhà lãi suất thấp hơn hoặc bằng 9.9%/năm.KH thanh toán nhanh chiết khấu lên đến 13%.Pháp lý hoàn thiện, sổ hồng riêng thời hạn lâu dài.Nhận nhà trước tết 2023.Legacy Prime cơ hội ngàn năm có 1 khi mua nhà gọi ngay để sở hữu tổ ấm mơ ước chỉ với 99tr: 0971 687 *** hoặc 0912 781 *** gặp Hữu Doanh.Dự án Legacy Prime nằm ngay trung tâm thành phố Thuận An, mặt tiền đường Thuận Giao 25 kết nối trực tiếp đại lộ Mỹ Phước - Tân Vạn, quốc lộ 13 và các trục giao thông trọng điểm của tỉnh Bình Dương, Legacy Central là trung tâm kết nối giao thương khi nằm giữa 3 thành phố năng động: Thủ Dầu Một, Dĩ An và TPHCM.Diện tích căn hộ: Đa dạng 33m, 42m, 46m, 55m.., thiết kế thông minh, tinh tế, đa dạng Studio, 1PN, 2PN.Tiện ích: Bao gồm tất cả các tiện ích cho một khu căn hộ cao cấp như TTTM, Hồ bơi, công viên, spa, gym, và nhiều tiện ích đẳng cấp khác biệt khác.Đối diện trường THCS Thuận Giao, tiện việc đưa đón con,Chỉ 7 phút tới kcn Việt Hương, kcn VSIP 1 tiện đi làm.Chỉ 10 phút Đến AEON Mall.Chỉ 20 phút. Đi TP. HCM.Còn chần chừ gì nữa hãy liên hệ với chúng tôi nhận ngay chiết khấu cao nhất và sở hữu được căn hộ độc đáo sang trọng giá tốt.Gọi ngay: 0971 687 *** hoặc 0912 781 *** gặpHữu Doanh.Để được hỗ trợ nhé quý khách hàng có xe đưa đón tận nơi xem nhà mẫu mỗi ngày miễn phí.",10.9580678939819,106.719703674316,,,,,,1 phòng,1 phòng,Hợp đồng mua bán.,
37696610,"Quỹ căn chung cư Vinhomes Smart City - phân khu Imperia tháng 7/2023 - nhận nhà ngay, giá tốt",/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-imperia-smart-city/quy-vinhomes-phan-khu-7-2023-nhan-nha-ngay-gia-tot-pr37696610,"3,2 tỷ",63.4,2.0,2.0,Nam Từ Liêm,Hà Nội,2023-07-25,"['37696610-1.jpg', '37696610-2.jpg', '37696610-3.jpg', '37696610-4.jpg']","63,4 m²","3,2 tỷ","Tổng hợp quỹ căn Vinhomes Smart City - Phân khu Imperia Smart City với mức giá và chính sách vô cùng hấp dẫn.Liên hệ ngay để nhận bảng giá và chọn căn ưng ý: 0916 939 ***- Giá tốt, hợp lý.- Tư vấn nhiệt tình, chính xác.- Hỗ trợ xem nhà 24/7.- Hỗ trợ tư vấn về pháp lý và thủ tục trong suốt thời gian mua bán nhà.Quỹ căn đa dạng:- Căn hộ Studio:+ I2.0519: hướng Tây Nam, giá bán 1,5 tỷ+ I2.0219: hướng Tây Nam, giá bán 1,57 tỷ+ I2.1819: hướng Tây Nam, giá bán 1,595 tỷ- Căn hộ 1PN+1:+ I2.1512B: hướng Đông Bắc, giá bán 2,59 tỷ+ I2.0812B: hướng Đông Bắc, giá bán 2,66 tỷ+ I2.2012B: hướng Đông Bắc, giá bán 2,635 tỷ- Căn hộ 2PN+1:+ I2.1008: hướng Tây Nam, giá bán 2,55 tỷ+ I3.0908: hướng Tây Nam, giá bán 2,575 tỷ+ I3.2608: hướng Tây Nam, giá bán 2,6 tỷ+ I3.1005: hướng Đông Bắc, giá bán 2,68 tỷ+ I3.0605: hướng Đông Bắc, giá bán 2,725 tỷ+ I3.2505: hướng Đông Bắc, giá bán 2,75 tỷ+ I1.3112A: hướng Tây Nam, giá bán 2,7 tỷ+ I1.2512A: hướng Tây Nam, giá bán 2,735 tỷ+ I1.1812A: hướng Tây Nam, giá bán 2,766 tỷ+ I2.0509: hướng Đông Bắc, giá bán 3,4 tỷ+ I2.1609: hướng Đông Bắc, giá bán 3,485 tỷ+ I2.0909: hướng Đông Bắc, giá bán 3,45 tỷ+ I5.0312A: hướng Đông Bắc, giá bán 2,15 tỷ+ I5.2212A: hướng Đông Bắc, giá bán 2,238 tỷ+ I5.0512A: hướng Đông Bắc, giá bán 2,2 tỷ+ I2.0512: hướng Đông Bắc, giá bán 3,588 tỷ+ I2.2012: hướng Đông Bắc, giá bán 3,715 tỷ+ I2.0312: hướng Đông Bắc, giá bán 3,675 tỷ+ I3.1008A: hướng Tây Nam, giá bán 3,2 tỷ+ I3.2808A: hướng Tây Nam, giá bán 3,3 tỷ+ I3.0808A: hướng Tây Nam, giá bán 3,35 tỷ+ I5.3316: hướng TN-ĐN, giá bán 2,9 tỷ+ I5.1616: hướng TN-ĐN, giá bán 3 tỷ+ I5.3016: hướng TN-ĐN, giá bán 2,92 tỷ+ I2.0508A: hướng Đông Bắc, giá bán 4,4 tỷ+ I2.1808A: hướng Đông Bắc, giá bán 4,525 tỷ+ I2.0308A: hướng Đông Bắc, giá bán 4,45 tỷ+ I2.2001: hướng TN-TB, giá bán 3,65 tỷ+ I2.2601: hướng TN-TB, giá bán 3,72 tỷ+ I2.0501: hướng TN-TB, giá bán 3,7 tỷ+ I2.1508A: hướng ĐB-ĐN, giá bán 4,5 tỷ+ I2.2008A: hướng ĐB-ĐN, giá bán 4,6 tỷ+ I2.0608A: hướng ĐB-ĐN, giá bán 4,55 tỷ+ I2.0511: hướng ĐB-ĐN, giá bán 4,48 tỷ+ I2.0311: hướng ĐB-ĐN, giá bán 4,51 tỷ+ I2.2211: hướng ĐB-ĐN, giá bán 4,53 tỷ+ I2.0808A: hướng ĐB-ĐN, giá bán 3,9 tỷ+ I2.1608A: hướng ĐB-ĐN, giá bán 4,038 tỷ+ I2.0608A: hướng ĐB-ĐN, giá bán 3,95 tỷ+ I5.2108A: hướng Đông Bắc, giá bán 3,5 tỷ+ I5.2508A: hướng Đông Bắc, giá bán 3,6 tỷ+ I5.0508A: hướng Đông Bắc, giá bán 3,55 tỷ- Căn hộ 3PN:+ I3.1006: hướng Đông Nam, giá bán 4,3 tỷ+ I3.1806: hướng Đông Nam, giá bán 4,385 tỷ+ I3.0806: hướng Đông Nam, giá bán 4,35 tỷVị trí đắc địa, vô cùng thuận tiện:+ Chỉ 5P đến SVĐ Mỹ Đình+ 6P đến Keangnam+ 8P đến BigC Thăng LongBàn giao nội thất cao cấp: Sàn gỗ, trần thạch cao, thiết bị vệ sinh Kohler/Toto, công tắc cảm biến, điều hoà 2 chiều, bếp + máy hút mùi, đèn chiếu sáng...Tận hưởng tiện ích 5* chuẩn Resort ngay tại nhà:- TTTM Vincom Mega Mall lớn nhất miền bắc- Bể bơi vô cực, và ngoài trời- Sân chơi trẻ em- Vườn Nhật Bản cùng Hồ cá Koi khổng lồ",20.999277114868164,105.73811340332031,,,,,,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản
37581545,"Quỹ căn ngoại giao, tại Hateco Laroma, 81m2,87m2,95m2,103m2,111m2,120m2,138m2, penhouse 185m2, 320m",/ban-can-ho-chung-cu-phuong-lang-thuong-prj-hateco-laroma/quy-ngoai-giao-tai-81m2-87m2-95m2-103m2-111m2-120m2-138m2-penhouse-185m2-320m-pr37581545,Giá thỏa thuận,136.0,3.0,2.0,Đống Đa,Hà Nội,2023-07-25,"['37581545-1.jpg', '37581545-2.jpg', '37581545-3.jpg', '37581545-4.jpg']",136 m²,Thỏa thuận,"Quỹ 65 căn CDT, suất ngoại giao, cắt lỗ tại Hateco Laroma, 81m, 87m, 95m, 103m, 111m, 120m, 138m, 185m², 320m², Penhouse hơn 400m.Với kinh nghiệm cũng như bản thân đã bán căn hộ tại dự án từ những ngày đầu mở bán. Em đảm bảo và cam kết sẽ hỗ trợ tới quý anh chị khách hàng lựa chọn được những căn hộ phù hợp nhất nhằm rút ngắn thời gian công sức đi tìm nhà của quý anh chị khách hàng.Bên em sẵn pass của tất cả các căn hộ đang bán. Hỗ trợ quý anh chị khách hàng xem nhà 24/24.Hỗ trợ khách hàng với phương châm: Chuyên nghiệp, tận tâm, uy tín.",21.020416259765625,105.80724334716797,,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,
35440406,Nhà mặt tiền Phú Nhuận giá rẻ bất ngờ so với thị trường,/ban-nha-mat-pho-duong-tran-ke-xuong-phuong-7-11/t-tien-nh-ha-gia-tra-no-nh-mt-xuong-pr35440406,"6,99 tỷ",44.18,2.0,3.0,Phú Nhuận,Hồ Chí Minh,2023-07-25,"['35440406-1.jpg', '35440406-2.jpg', '35440406-3.jpg', '35440406-4.jpg']","44,18 m²","6,99 tỷ","Tôi Chính chủ bán nhà mặt tiền Trần Kế Xương, cách mặt tiền Phan Đăng Lưu 10m, Phú Nhuận.Nhà mới dọn vào ở ngay. Có sẵn HD 2 năm, đang cho thuê 19 tr/1 tháng.Vị trí bao đẹp, giá bao rẻ, cách 10m ra mặt tiền Phan Đăng Lưu, Phú Nhuận. Gần Trường học, siêu thị, bệnh viện,...Thích hợp cho thuê văn phòng, spa, tiệm nail, gội đầu, bán trà sữa, cafe, quán ăn, Nhà mới dọn vào ở ngay.Nhà trệt + lầu, nở hậu chữ L.Ngang 3.20m dài 10.85m nở hậu 7.45m.Tổng diện tích sử dụng 71.49m².Xe hơi 7 chỗ Everest để trong nhà thoải mái.Sổ hồng pháp lý chuẩn đẹp.Giá 6 tỷ 990 triệu TL.Liên hệ trực tiếp: 0903 999 *** Anh Tài.Tiếp người thiện chí (miễn báo quảng cáo).",10.8023143,106.6900899,,,,,1 tầng,2 phòng,3 phòng,Sổ hồng pháp lý chuẩn đẹp,
37312221,"Quỹ căn biệt thự, shop vị trí đẹp, chủ nợ nhiều cần bán gấp tại Vin OCP2 - The Empire LH 0922 712 ***",/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/quy-can-shop-vi-tri-dep-chu-no-nhieu-can-ban-gap-tai-vin-ocp-2-yen-lh-0922712666-pr37312221,"4,5 tỷ",48.0,5.0,4.0,Văn Giang,Hưng Yên,2023-07-25,"['37312221-1.jpg', '37312221-2.jpg', '37312221-3.jpg', '37312221-4.jpg']",48 m²,"4,5 tỷ","Thời điểm vàng thời gian ân hạn lãi suất sắp hết đối với các căn hộ Vinhomes Ocean Park 2 - The Empire (Vin Hưng Yên) mua đợt tháng 4/2022. Hiện rất nhiều chủ nhà đang gửi quỹ 99 căn giá rất tốt, khó khăn việc trả lãi cao, phù hợp với khách mua để ở và đầu tư lâu dài.Tổng hợp quỹ căn chuyển nhượng tại dự án Vinhomes Ocean Park 2 The Empire. Tháng 6/2023:Liên hệ GĐKD Quốc Doanh Vinhomes: 0922 712 ***Zalo, imess).- Bảng hàng liền kề giá tốt.* Chà Là:- Liền kề CL 48m². Giá bán: 4,8tỷ.- Liền kề CL 48m² hoàn thiện 5.3 tỷ.- Liền kề CL 58.5m² - giá 5.4 tỷ.- Liền kề CL 63m² giá từ 6,5 tỷ.- Biệt thự CL Đơn Lập 28 tỷ.----------------------------------------------------* Sao Biển.- Diện tích đất: 58,5m².Diện tích xây dựng: 240,8m.Xây dựng: 5 tầng.Giá bán: 6,2 tỷ.----------------------------------------------------* Hải Âu.- LK HA 48m² khu Hải Âu 2 giá từ 5 tỷ.- HA - 48m² - 5.5 tỷ.- HA - 64m² - 6.2 tỷ.----------------------------------------------------* Cọ Xanh.Lk 52m² khu Cọ Xanh 8 giá từ 5,35 tỷ.Lk 70m² khu Cọ Xanh 13 giá từ 7,2 tỷ.----------------------------------------------------- Bảng hàng biệt thự song lập giá tốt:Song lập 127,5m² khu Chà Là giá 11, x tỷ.Song lập 127,5m² view vườn hoa khu Chà Là giá 13, x tỷ.Song lập 127,5m² khu Cọ Xanh view vườn hoa giá từ 13, x tỷ.Song lập 160m² khu San Hô gần biển tạo sóng giá 2x tỷ.----------------------------------------------------* Bảng hàng biệt thự tứ lập giá tốt:Tứ lập 120m khu hải âu 4 giá từ 10, x tỷ.Tứ lập 120m khu cọ xanh 5 giá từ 11 tỷ.Tứ lập 120m khu đảo dừa giá từ 11, x tỷ.----------------------------------------------------* Bảng hàng biệt thự song lập giá tốt:Song lập 127,5m khu chà là giá 11, x tỷ.Song lập 127,5m view vườn hoa khu chà là giá 13, x tỷ.Song lập 127,5m khu cọ xanh view vườn hoa giá từ 13, x tỷ.Song lập 160m khu san hô gần biển tạo sóng giá 2x tỷ.----------------------------------------------------* Bảng hàng shophouse kinh doanh giá tốt:Shophouse 70m chà là 5 giá từ 8, x tỷ.Shophouse 48m khu sao biển 8 giá từ 5, x tỷ.Shophouse 56m khu sao biển 7 giá từ 6, x tỷ.Shophouse 75m khu kinh đô giá từ 9, x tỷ.Shophouse 80m đường đại dương giá từ 9, x tỷ.Shophouse 80m đường san hô 19 giá từ 10, x tỷ.Ngoài ra Phòng Kinh Doanh chúng tôi còn rất nhiều quỹ căn đẹp, giá tốt.Để biết thêm thông tin chi tiết quý Khách vui lòng LH GĐKD Quốc Doanh Vinhomes 0922 712 ***.https://theempirevinhomeoceanpark.com.vn/Trân trọng cảm ơn Quý khách hàng!",20.9424362182617,105.955299377441,,,,,,5 phòng,4 phòng,Hợp đồng mua bán,
37746349,"The Manor 98m2 căn hộ cao cấp, nội thất cao cấp nhập khẩu",/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-the-manor-tp-ho-chi-minh/-98m2-cao-cap-noi-that-cao-cap-nhap-khau-pr37746349,"6,5 tỷ",98.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh,2023-07-25,"['37746349-1.jpg', '37746349-2.jpg', '37746349-3.jpg', '37746349-4.jpg']",98 m²,"6,5 tỷ","Chung cư the Manor 1. Căn AE 24 - 03. 98m². 2 phòng ngủ 2WC. Giá 6,5 tỷ thương lượng. View Landmark 81. Có sổ hồng.Nội thất: Cao cấp (đồ nhập khẩu).",10.793852806091309,106.71784210205078,,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ
37171992,"Ban quản lý dự án Vinhomes quỹ căn tháng 7 cắt lỗ chính studio 1PN 2PN 3PN, miễn phí trung gian",/ban-can-ho-chung-cu-duong-an-dao-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-quan-ly-cap-nhat-thang-5-quy-cat-lo-chinh-chu-so-do-trao-tay-studio-1pn-2pn-3pn-pr37171992,"1,28 tỷ",46.0,1.0,,Gia Lâm,Hà Nội,2023-07-25,"['37171992-1.jpg', '37171992-2.jpg', '37171992-3.jpg', '37171992-4.jpg']",46 m²,"1,28 tỷ","Chuyển nhượng giá tốt.Quỹ căn: Vinhomes - Gia Lâm.https://oceanpark-chuyennhuong.phongduan.com/Studio full đồ: 930 triệu.1 ngủ +, full đồ: 1,260 tỷ.2 ngủ, 1VS, full đồ: 1,63 tỷ.2 ngủ, 2VS, full đồ: 1.93 tỷ.2 ngủ +, 2VS, full đồ: 2.050 tỷ.3 ngủ, 2VS, full đồ: 2.580 tỷ.Sổ đỏ chính chủ sang tên ngay.Liên hệ: 0969 812 *** ngay với tôi để nhận danh sách căn hộ rẻ nhất tháng 7, Miễn phí trung gian 100%.",21.0024147033691,105.964111328125,,,,,,1 phòng,,Sổ đỏ,
